norma,artigo,sigla,nome,tipo,pertence_a,fonte_url
Lei nº 13.682/2003,"Art. 1º, IV e V",ST-STM,Supervisão Técnica de Manutenção,Supervisão,ST-CPO,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Decreto nº 57.588/2017,Art. 1º,ST-CGL,Coordenadoria de Governo Local,Coordenadoria,SUB-ST,https://legislacao.prefeitura.sp.gov.br/leis/decreto-57588-de-10-de-fevereiro-de-2017
Decreto nº 57.588/2017,Art. 2º,ST-HABI,Supervisão de Habitação,Supervisão,ST-CGL,https://legislacao.prefeitura.sp.gov.br/leis/decreto-57588-de-10-de-fevereiro-de-2017
Decreto nº 57.588/2017,Art. 2º,ST-SC,Supervisão de Cultura,Supervisão,ST-CGL,https://legislacao.prefeitura.sp.gov.br/leis/decreto-57588-de-10-de-fevereiro-de-2017
Decreto nº 57.588/2017,Art. 2º,ST-SEL,Supervisão de Esportes e Lazer,Supervisão,ST-CGL,https://legislacao.prefeitura.sp.gov.br/leis/decreto-57588-de-10-de-fevereiro-de-2017
Lei nº 13.682/2003,"Art. 1º, I",VM-GAB,Gabinete do Subprefeito,Gabinete,SUB-VM,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, I",VM-AJ,Assessoria Jurídica,Assessoria,VM-GAB,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, I",VM-AC,Assessoria Executiva de Comunicação,Assessoria,VM-GAB,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, I",VM-AT,Assessoria Técnica,Assessoria,VM-GAB,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, I",VM-PAT,Praça de Atendimento ao Público,Unidade,VM-GAB,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, VIII",VM-CAF,Coordenadoria de Administração e Finanças,Coordenadoria,SUB-VM,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, VIII",VM-SAS,Supervisão de Administração e Suprimentos,Supervisão,VM-CAF,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, VIII",VM-SF,Supervisão de Finanças,Supervisão,VM-CAF,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, VIII",VM-SUGESP,Supervisão de Gestão de Pessoas,Supervisão,VM-CAF,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Sem base legal formal — núcleo administrativo,,VM-AJTI,Núcleo de Informática,Núcleo (informal),VM-CAF,https://prefeitura.sp.gov.br/web/vila_prudente/w/acesso_a_informacao/50094
Lei nº 13.682/2003,"Art. 1º, III",VM-CPDU,Coordenadoria de Planejamento e Desenvolvimento Urbano,Coordenadoria,SUB-VM,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, III",VM-STUSL,Supervisão Técnica de Uso do Solo e Licenciamentos,Supervisão,VM-CPDU,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, III",VM-STPU,Supervisão Técnica de Planejamento Urbano,Supervisão,VM-CPDU,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, III",VM-STF,Supervisão Técnica de Fiscalização,Supervisão,VM-CPDU,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, IV e V",VM-CPO,Coordenadoria de Projetos e Obras,Coordenadoria,SUB-VM,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, IV e V",VM-STPO,Supervisão Técnica de Projetos e Obras,Supervisão,VM-CPO,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, IV e V",VM-STLP,Supervisão Técnica de Limpeza Pública,Supervisão,VM-CPO,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, IV e V",VM-STM,Supervisão Técnica de Manutenção,Supervisão,VM-CPO,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Decreto nº 57.588/2017,Art. 1º,VM-CGL,Coordenadoria de Governo Local,Coordenadoria,SUB-VM,https://legislacao.prefeitura.sp.gov.br/leis/decreto-57588-de-10-de-fevereiro-de-2017
Decreto nº 57.588/2017,Art. 2º,VM-HABI,Supervisão de Habitação,Supervisão,VM-CGL,https://legislacao.prefeitura.sp.gov.br/leis/decreto-57588-de-10-de-fevereiro-de-2017
Decreto nº 57.588/2017,Art. 2º,VM-SC,Supervisão de Cultura,Supervisão,VM-CGL,https://legislacao.prefeitura.sp.gov.br/leis/decreto-57588-de-10-de-fevereiro-de-2017
Decreto nº 57.588/2017,Art. 2º,VM-SEL,Supervisão de Esportes e Lazer,Supervisão,VM-CGL,https://legislacao.prefeitura.sp.gov.br/leis/decreto-57588-de-10-de-fevereiro-de-2017
Lei nº 13.682/2003,"Art. 1º, I",VP-GAB,Gabinete do Subprefeito,Gabinete,SUB-VP,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, I",VP-AJ,Assessoria Jurídica,Assessoria,VP-GAB,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, I",VP-AC,Assessoria Executiva de Comunicação,Assessoria,VP-GAB,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, I",VP-AT,Assessoria Técnica,Assessoria,VP-GAB,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, I",VP-PAT,Praça de Atendimento ao Público,Unidade,VP-GAB,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, VIII",VP-CAF,Coordenadoria de Administração e Finanças,Coordenadoria,SUB-VP,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, VIII",VP-SAS,Supervisão de Administração e Suprimentos,Supervisão,VP-CAF,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, VIII",VP-SF,Supervisão de Finanças,Supervisão,VP-CAF,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, VIII",VP-SUGESP,Supervisão de Gestão de Pessoas,Supervisão,VP-CAF,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Sem base legal formal — núcleo administrativo,,VP-AJTI,Núcleo de Informática,Núcleo (informal),VP-CAF,https://prefeitura.sp.gov.br/web/vila_prudente/w/acesso_a_informacao/50094
Lei nº 13.682/2003,"Art. 1º, III",VP-CPDU,Coordenadoria de Planejamento e Desenvolvimento Urbano,Coordenadoria,SUB-VP,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, III",VP-STUSL,Supervisão Técnica de Uso do Solo e Licenciamentos,Supervisão,VP-CPDU,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, III",VP-STPU,Supervisão Técnica de Planejamento Urbano,Supervisão,VP-CPDU,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, III",VP-STF,Supervisão Técnica de Fiscalização,Supervisão,VP-CPDU,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, IV e V",VP-CPO,Coordenadoria de Projetos e Obras,Coordenadoria,SUB-VP,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, IV e V",VP-STPO,Supervisão Técnica de Projetos e Obras,Supervisão,VP-CPO,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, IV e V",VP-STLP,Supervisão Técnica de Limpeza Pública,Supervisão,VP-CPO,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Lei nº 13.682/2003,"Art. 1º, IV e V",VP-STM,Supervisão Técnica de Manutenção,Supervisão,VP-CPO,https://legislacao.prefeitura.sp.gov.br/leis/lei-13682-de-15-de-dezembro-de-2003
Decreto nº 57.588/2017,Art. 1º,VP-CGL,Coordenadoria de Governo Local,Coordenadoria,SUB-VP,https://legislacao.prefeitura.sp.gov.br/leis/decreto-57588-de-10-de-fevereiro-de-2017
Decreto nº 57.588/2017,Art. 2º,VP-HABI,Supervisão de Habitação,Supervisão,VP-CGL,https://legislacao.prefeitura.sp.gov.br/leis/decreto-57588-de-10-de-fevereiro-de-2017
Decreto nº 57.588/2017,Art. 2º,VP-SC,Supervisão de Cultura,Supervisão,VP-CGL,https://legislacao.prefeitura.sp.gov.br/leis/decreto-57588-de-10-de-fevereiro-de-2017
Decreto nº 57.588/2017,Art. 2º,VP-SEL,Supervisão de Esportes e Lazer,Supervisão,VP-CGL,https://legislacao.prefeitura.sp.gov.br/leis/decreto-57588-de-10-de-fevereiro-de-2017
